编号,标题,链接,内容
17169,Spectroscopic Classification of Astrophysical Transients with the Lick Shane Telescope,https://www.astronomerstelegram.org/?read=17169,"Spectroscopic Classification of Astrophysical Transients with the Lick Shane Telescope

ATel #17169;  K. W. Davis, R. J. Foley (UCSC) on 7 May 2025; 00:41 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Ryan Foley (foley@ucsc.edu)

Subjects: Optical, Supernovae, Variables

We report the classifications of astrophysical transients from spectroscopic observations with the Kast spectrograph on the Shane telescope obtained on 2025 May 06 UT. The targets were supplied by XOSS, YSE, and ZTF. Targets were identified using the target management platform YSE-PZ (Coulter et al., 2023, PASP, 135, 4501). The classifications were performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
When the redshift is given to 2 decimal places, it is derived from the SN spectrum. Otherwise, the redshift is determined from the host galaxy. We note an error in our quick-look spectral reduction, where our wavelength solutions blueward of 5500 A may be incorrect by up to 20 A. This error also creates an artifact at ~5500 A where the blue and red channels are combined. 
 
(1) We measure a Si II 6355 velocity of -10,000 km/s."
17165,e-MERLIN non-detection of supernova SN2025gvs in UGC10058,https://www.astronomerstelegram.org/?read=17165,"e-MERLIN non-detection of supernova SN2025gvs in UGC10058

ATel #17165;  D. Swan, M. Argo, J. Pledger (University of Central Lancashire, UK), D. Williams-Baldwin (University of Manchester) on 30 Apr 2025; 11:27 UTCredential Certification: Megan Argo (margo@uclan.ac.uk)

Subjects: Radio, Supernovae, Transient

Supernova SN2025gvs was first reported on 05/04/2025 on the Transient Name Server,  TNS#251047. Located at  RA=15:50:23.398 Dec=+25:55:10.03, and classified on 06/04/2025 as a type II, with early similarities to type IIb or type IIP.

Using the e-MERLIN radio interferometer, we made observations centred on the reported location, with a total time on target of 04:21:26 (hh:mm:ss), using the C-band receivers at a centre frequency of 6.3 GHz.  We report no radio source within 5 arcseconds of the reported location, with a 3-sigma RMS of 99 microJy/beam, consistent with a non-detection at this time.

At an estimated distance of 31 Mpc, the 3-sigma limit suggests an upper monochromatic luminosity limit of 1.05e26 erg/s/Hz at 6.3 GHz. Further observations of this supernova are planned.

We thank the staff of the e-Merlin for their support and assistance with these observations. e-MERLIN is a National Facility operated by the University of Manchester at Jodrell Bank Observatory on behalf of STFC, part of UK Research and Innovation."
17161,Spectroscopic Classification of Astrophysical Transients with the Lick Shane Telescope,https://www.astronomerstelegram.org/?read=17161,"Spectroscopic Classification of Astrophysical Transients with the Lick Shane Telescope

ATel #17161;  R. Kaur, K. W. Davis, R. J. Foley (UCSC) on 24 Apr 2025; 21:07 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Ryan Foley (foley@ucsc.edu)

Subjects: Optical, Supernovae

We report the classifications of astrophysical transients from spectroscopic observations with the Kast spectrograph on the Shane telescope obtained on 2025 April 09 UT. The targets were supplied by GOTO and ATLAS. Targets were identified using the target management platform YSE-PZ (Coulter et al., 2023, PASP, 135, 4501). The classifications were performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
When the redshift is given to 2 decimal places, it is derived from the SN spectrum. Otherwise, the redshift is determined from the host galaxy. 
(1) We note that at z = 0.092, the SN has a peak r-band absolute magnitude of ~-19 mag, which is high for the SN Ic luminosity distribution (Drout et al., 2011, ApJ, 741, 97). Although SNID also finds acceptable matches to SNe Ia-91T, the light curve shows a long photometric rise of nearly 2 months. Thus, we rule out (relatively normal) SN Ia classifications. 
(2) SN2025few was previously classified as ""SN"" by Desai (2025, TNSCR 1141)."
17157,Addendum to ATel#17156: FRB 20121102A enters a new active epoch with a lower DM as revealed by FAST,https://www.astronomerstelegram.org/?read=17157,"Addendum to ATel#17156: FRB 20121102A enters a new active epoch with a lower DM as revealed by FAST

ATel #17157;  Junshuo Zhang(NAOC), Pei Wang(NAOC),  Yongkun Zhang(NAOC),  Di Li(THU, NAOC), Weiwei Zhu(NAOC), Bing Zhang(UNLV),  Jinhuang Cao(NAOC), Yi Feng(Zhejiang Lab),  Jinlin Han(NAOC), Wanjin Lu(NAOC), Yidan Wang(NAOC), Dengke Zhou(Zhejiang Lab), Yuhao Zhu(NAOC),  and FAST FRB Key Science Project on 21 Apr 2025; 16:26 UTCredential Certification: Pei Wang (wangpei@nao.cas.cn)

Subjects: Radio, Transient, Fast Radio Burst

References for ATel#17156 are as follows: 
Chatterjee, S.; Law, C. J.; Wharton, R. S. et al., 2017, Nature, 541, 58 
Marcote, B.; Paragi, Z.; Hessels, J. W. I. et al., 2017, ApJL, 834, L8 
Rajwade, K. M.; Mickaliger, M. B.; Stappers, B. W. et al., 2020, MNRAS, 495, 3551 
Cruces, M.; Spitler, L. G.; Scholz, P. et al., 2021, MNRAS, 500, 448 
Braga, C. A.; Cruces, M.; Cassanelli, T.; Espinoza-Dupouy, M. C. et al., 2025, A&A, 693, A40 
Lin, H.-H.; Main, R.; Pen, U.-L. et al., 2023, ArXiv, 2208.13677 
Wang, P.; Zhang, J.-S.; Yang, Y.-P. et al., 2025, Research Square pre-print, doi:10.21203/rs.3.rs-5854536/v1"
17156,FRB 20121102A enters a new active epoch with a lower DM as revealed by FAST,https://www.astronomerstelegram.org/?read=17156,"FRB 20121102A enters a new active epoch with a lower DM as revealed by FAST

ATel #17156;  Junshuo Zhang(NAOC), Pei Wang(NAOC),  Yongkun Zhang(NAOC),  Di Li(THU, NAOC), Weiwei Zhu(NAOC), Bing Zhang(UNLV),  Jinhuang Cao(NAOC), Yi Feng(Zhejiang Lab),  Jinlin Han(NAOC), Wanjin Lu(NAOC), Yidan Wang(NAOC), Dengke Zhou(Zhejiang Lab), Yuhao Zhu(NAOC),  and FAST FRB Key Science Project on 21 Apr 2025; 16:06 UTCredential Certification: Pei Wang (wangpei@nao.cas.cn)

Subjects: Radio, Transient, Fast Radio Burst

Referred to by ATel #:  17157

FAST has been monitoring FRB 20121102A for 20 minutes monthly since February of 2023, with the central beam of the FAST 19-beam L-band receiver pointing to RA = 05h31m58.70s, DEC = +33d08m52.5s (Chatterjee et al. 2017; Marcote et al. 2017), taking pulsar-search data with a 49.152 microsecond sampling and 4096 frequency channels in between 1.0 GHz and 1.5 GHz.  
Following non-detections since 28 December 2023, FAST detected 61 bursts from FRB 20121102A in 20 minutes during UTC 2025-04-14 07:29:00 - 07:49:00, with the brightest burst at the topocentric coordinate time of MJD 60779.320601234. The burst rate reaches ~180/hr above the fluence threshold of 0.015 Jy ms, indicating that this repeater is likely entering another active episode. 
This recent activation of FRB 20121102A is generally consistent with the proposed periodicity around 160 days (Rajwade et al. 2020; Cruces et al. 2020; Braga et al. 2025; Wang et al. 2025), even though in several previous projected active windows no burst was detected by FAST.  
The dispersion measure (DM) of the bright burst is optimized to 543.5 +/- 0.1 pc cm^-3 using the DM-power package (Lin et al. 2023), decreasing by about 9 pc cm^-3 compared to previous detections in Wang et al. (2025) and ATel#15619, suggesting a consistent temporal DM decrease trend of ~ -4.5 pc cm^-3 yr^-1. 
 
We encourage more follow-up monitoring efforts with multi-band facilities.  
 
FAST is a Chinese national mega-science facility, built and operated by the National Astronomical Observatories, Chinese Academy of Sciences (NAOC). We appreciate all the members in the FAST FRB key science project collaboration for their support and assistance during the observations."
17138,"Swift observations of SN 2025coe, a potential Ca-rich SN Ib",https://www.astronomerstelegram.org/?read=17138,"Swift observations of SN 2025coe, a potential Ca-rich SN Ib

ATel #17138;  T. S. Hu, S. Ketchum, V. Tananko, D. Byun, X. Xiang, J. M. Miller (University of Michigan) on 7 Apr 2025; 20:50 UTCredential Certification: Jon Miller (jonmm@umich.edu)

Subjects: Optical, Ultra-Violet, Supernovae, Transient

We report on recent Swift UVOT observations of SN 2025coe, recently classified as a potential Ca-rich SN Ib (Andrews et al. 2025).  This class of supernovae is notable for particularly rapid increases and decreases to and from peak flux levels, and for spectra that are dominated by Ca at late times.  It is possible that double-white dwarf binaries, or white dwarf plus neutron star binaries, are the progenitors of Ca-rich SN Ib. 
We analyzed a set of 9 UVOT observations, spanning MJD 60732-60751.  In the W2 filter, the measured flux density on MJD 60732 is F_nu = 5.9 +/- 0.2 E-15 erg/cm2/s/A, falling to F_nu = 0.96 +/- 0.05 E-15 two days later on MJD 60734.  The UVOT M2 filter has the smallest red leak, and in this band the flux density falls from F_nu = 4.9 +/- 0.2 E-15 erg/cm2/s/A to F_nu = 0.8 +/- 0.1 E-15 erg/cm2/s/A over the same two days.  Apart from the V band, which shows a relatively steady flux at all times, the other UVOT bands show similarly sharp declines, and all bands appear to reach a quasi-steady flux level by 60742, just 10 days after the initial UVOT exposure. 
Further photometry and spectroscopy are encouraged at all wavelengths. 
References: 
Andrews, M., et al., 2025, TNSCR 1033"
17126,Non-detection of repeat radio bursts from FRB 20250316A by the FAST telescope,https://www.astronomerstelegram.org/?read=17126,"Non-detection of repeat radio bursts from FRB 20250316A by the FAST telescope

ATel #17126;  L. Qian (NAOC), J. R. Niu (NAOC), J. H. Cao (NAOC), Y. X. Huang (YNAO), X. Yang (PMO), J. H. Zhang (NAOC), Y. K. Zhang (NAOC), Y. H. Zhu (NAOC), Y. Li (PMO), Z. C. Pan (NAOC), C. Sun (NAOC), S. B. Zhang (PMO),  H. Sun (NAOC), Y. Liu (NAOC), C. C. Jin (NAOC),  X. F. Wu (PMO),  W. M. Yuan (NAOC), B. Zhang (UNLV), W. W. Zhu (NAOC), P. Jiang (NAOC)  on 2 Apr 2025; 16:27 UTDistributed as an Instant Email Notice TransientsCredential Certification: Weiwei Zhu (zhuww@nao.cas.cn)

Subjects: Radio, Fast Radio Burst

We followed up the bright fast radio burst FRB20250316A from nearby galaxy NGC4141 detected by the CHIME team (ATel #17081 #17086, #17114) using the Five-hundred-meter Aperture Spherical radio Telescope (FAST). FAST observed the target location six times, and a total of 13 hours and 5 minutes as part of a FAST Director Discretion Time and the FAST FRB key science project:  
UTC 2025-03-17 16:45:00	to  2025-03-17 17:45:00  
UTC 2025-03-18 15:38:00	to  2025-03-18 16:38:00  
UTC 2025-03-18 16:50:00    to  2025-03-18 18:50:00  
UTC 2025-03-20 17:28:00	to  2025-03-20 18:33:00  
UTC 2025-03-21 15:39:00	to  2025-03-21 17:39:00   
UTC 2025-03-22 16:56:00    to  2025-03-22 18:56:00  
UTC 2025-03-23 17:00:00	to  2025-03-23 19:00:00  
UTC 2025-03-24 14:58:00   to  2025-03-24 16:58:00  
This FRB is particularly interesting because it is one of the brightest and from a nearby galaxy. The Einstein Probe (EP) team detected a candidate X-ray counterpart (ATel#17100) that was later proven to be likely unrelated to the FRB based on Chandra observations (ATel#17119). 
We recorded and searched all 19 beam data from the FAST 19-beam receiver (1-1.5GHz) and found no signal with S/N>7 between the DM 140-180 pc cm^{-3}, equivalent to a burst fluence limit of about 17.5 mJy ms for a fiducial burst width of 1 ms. Our fluence limit corresponds to an upper limit of 1.7x10^{34} erg for the burst energy, assuming a source distance of 40 Mpc.  Our result confirms the conclusion drawn by the hyperflash team (Atel#17124) that the FRB is unlikely to be an active repeater with a lower burst energy limit."
17124,Non-detection of repeat radio bursts from FRB 20250316A in a high-cadence observing campaign,https://www.astronomerstelegram.org/?read=17124,"Non-detection of repeat radio bursts from FRB 20250316A in a high-cadence observing campaign

ATel #17124;  O. S. Ould-Boukattine (ASTRON, UvA), R. Blaauw (ASTRON), T. Buchsteiner (Astropeiler Stockert e. V.), T. de Beer (CAMRAS), T. J. Dijkema (ASTRON, CAMRAS), E. Fischer (Astropeiler Stockert e. V.), M. Gawronski (NCU, Torun), J. W.T. Hessels (McGill, UvA, ASTRON), D. M. Hewitt (UvA), W. Herrmann (Astropeiler Stockert e. V.), F. Kirsten (Chalmers, OSO), D. Kuiper (UvA), H. P. Loege (Astropeiler Stockert e. V.), B. Marcote (JIVE), H. Mulder (ASTRON), R. A. Ovinge (CAMRAS), W. Puchalska (NCU, Torun), Z. Pleunis (UvA, ASTRON), S. Ranguin (UvA), A. Moroianu (UvA), M. P. Snelders (ASTRON, UvA), J. J. Sluman (ASTRON), M. O. Wolf (CAMRAS), J. Yang (Chalmers, OSO) and the CHIME/FRB Collaboration on 1 Apr 2025; 19:56 UTCredential Certification: Jason W.T. Hessels (j.w.t.hessels@uva.nl)

Subjects: Radio, Transient, Fast Radio Burst

Referred to by ATel #:  17126

FRB 20250316A is an exceptionally bright fast radio burst (FRB) discovered and localised by CHIME/FRB and its Outriggers to a nearby host galaxy, NGC 4141, at ~40 Mpc (ATel #17081, #17086, #17114).  
 
We observed FRB 20250316A at high cadence as part of the HyperFlash project, which monitors known (repeating) FRB sources using a network of 25- to 32-meter European radio telescopes. Observations are carried out on a best-effort basis and, whenever possible, the telescopes observe simultaneously at complementary wavelengths. During this campaign, we observed using telescopes at Westerbork (Netherlands), Dwingeloo (Netherlands), Stockert (Germany), Torun (Poland), and Onsala (Sweden). We previously described our observing strategy in ATel #16565 and Kirsten et al. 2024. 
 
Between 16 March (MJD 60750) and 26 March 2025 (MJD 60760), we accumulated a total of 170 hours of exposure across all five telescopes. Accounting for simultaneous observations, this corresponds to 120 hours at L-band (1.4 GHz) and 20 hours at P-band (0.33 GHz). We detected no bursts above our completeness thresholds of 15 Jy ms (L-band) and 70 Jy ms (P-band), which corresponds to an emitted energy of ~1036 erg assuming a burst bandwidth of 100 MHz.  
 
The absence of subsequent bursts, combined with the source's exceptional proximity, suggests that FRB 20250316A is unlikely to be a hyperactive repeater. Instead, it may emit bursts at a much lower repetition rate or lower energies. Alternatively, this source could be  a non-repeating FRB."
17120,e-MERLIN follow-up of FRB 20250316A and its candidate X-ray counterpart,https://www.astronomerstelegram.org/?read=17120,"e-MERLIN follow-up of FRB 20250316A and its candidate X-ray counterpart

ATel #17120;  G. Bruni, L. Piro, A. L. Thakur (INAF-IAPS, Italy), B. Zhang (U. Nevada, USA), H. Sun, W. Yuan, and Y. Liu (NAO, CAS), X. Wu (PMO, CAS), L. Nicastro, E. Palazzi (INAF-OAS, Italy) on 29 Mar 2025; 13:36 UTCredential Certification: Gabriele Bruni (gabriele.bruni@inaf.it)

Subjects: Radio, X-ray, Transient, Fast Radio Burst, Magnetar

We performed an e-MERLIN follow-up of the FRB 20250316A (ATel #17081). Observations were carried out under DDT project RR19005 (PI Bruni) on 2025-03-26, between 03:30 - 12:30 UT, in C-band (4.82-5.33 GHz). The array was pointed to the coordinates of the possible X-ray counterpart identified by the EP collaboration (ATel #17100). Phase referencing was applied. Visibilities were calibrated through the e-Merlin pipeline (Moldon 2021, ascl:2109.006), and imaged in CASA. The image resolution in natural weighting was 57x51 mas. 
   
An RMS of 23 uJy/beam was reached, and no source was detected either within the uncertainty region of the EP coordinates (+/-10 arcsec), or in the more recent CHIME/FRB Outriggers refined position (ATel#17114). This sets a 5-sigma upper limit of 115 uJy for the possible PRS flux density at 5 GHz. At the distance of NGC4141, this translates into a luminosity upper limit of L_nu<1E26 erg/s/Hz, in agreement with the previous one from VLA archival data at 9 GHz from 2012 (ATel #17111). This upper limit is more than two orders of magnitude lower than the luminosity of the PRSs known to date, suggesting that the presence of a PRS associated with FRB 20250316A is unlikely.  
We thank the staff of the e-Merlin for their support and assistance with these observations. e-MERLIN is a National Facility operated by the University of Manchester at Jodrell Bank Observatory on behalf of STFC, part of UK Research and Innovation."
17119,Chandra localization of EP J120944.2+585060: likely not associated with FRB 20250316A,https://www.astronomerstelegram.org/?read=17119,"Chandra localization of EP J120944.2+585060: likely not associated with FRB 20250316A

ATel #17119;  H. Sun, D. Y. Li, C. C. Jin, Y. Liu (NAO, CAS), B. Zhang (UNLV), Y. Li, J. J. Geng, X. F. Wu (PMO, CAS), C. K. Li, L. Tao, H. Feng (IHEP, CAS), A. Rau (MPE), N. Rea (ICE-CSIC), W. Yuan (NAO, CAS) report on behalf of the Einstein Probe team: on 29 Mar 2025; 13:10 UTDistributed as an Instant Email Notice TransientsCredential Certification: Yuan Liu (liuyuan@bao.ac.cn)

Subjects: X-ray, Fast Radio Burst

Referred to by ATel #:  17126

We observed the X-ray source EP J120944.2+585060, which was suggested to be possibly associated with FRB 20250316A (ATel #17100, ATel #17086, ATel #17081), with the High Resolution Camera (HRC) on board the Chandra X-ray Observatory. The observation started on 2025 March 27 at 21:31:18 UT with an exposure of 10.65 ks under a DDT proposal (PI: Sun). Within the FXT error circle, an X-ray source is detected (at >8 sigma confidence level) at the position:

RA (J2000) = 12:09:43.72

Dec (J2000) = +58:50:51.4

with an uncertainty of 0.74 arcsec (68% confidence level, stat+sys).

The unabsorbed flux of the source measured in the 0.5-10 keV is 1.3(-0.4, +0.6)e-14 erg/cm2/s (uncertainties at the 90% confidence level), which is consistent with the previous EP-FXT measurements, confirming this source as EP J120944.2+585060. However, the position is offset by 7 arcsec from the precise localization of FRB 20250316A provided by the full CHIME/FRB Outriggers array (ATel #17114). This relatively large spatial separation, considering the sub-arcsec uncertainties of both the FRB and Chandra/HRC positions, suggests that EP J120944.2+585060 is likely not physically associated with FRB 20250316A.

At the position of FRB 20250316A, we derive a 90% flux upper limit of 7.6e-15 erg/cm2/s in the 0.5 - 10 keV band, assuming an absorbed power-law spectrum with a photon index of 2 and NH = 1.4e20 cm^-2.

We thank the CXO team for scheduling these very fast observations, which enabled the precise localization of the X-ray source."
17117,FRB 20250316A: X-ray Flux Upper Limits with NICER and Simultaneous Radio Observations with CHIME/Pulsar,https://www.astronomerstelegram.org/?read=17117,"FRB 20250316A: X-ray Flux Upper Limits with NICER and Simultaneous Radio Observations with CHIME/Pulsar

ATel #17117;  Aaron B. Pearlman (McGill University; Trottier Space Institute at McGill University) on behalf of the CHIME/FRB Collaboration, and Keith C. Gendreau (NASA GSFC), Zaven Arzoumanian (NASA GSFC), Elizabeth C. Ferrara (University of Maryland; CRESST II; NASA GSFC), Joheen Chakraborty (MIT), Teruaki Enoto (Kyoto University; RIKEN), Tolga Guver (Istanbul University), Chin-Ping Hu (NCUE) on 28 Mar 2025; 16:39 UTCredential Certification: Aaron Pearlman (aaron.b.pearlman@physics.mcgill.ca)

Subjects: Radio, X-ray, Transient, Fast Radio Burst

FRB 20250316A is a bright fast radio burst (FRB) discovered by the CHIME/FRB Collaboration (ATel #17081) and associated with the nearby galaxy NGC 4141, located at a distance of ~40 Mpc. Using the full CHIME/FRB Outriggers VLBI array, the FRB source was localized with sub-arcsecond precision (ATels #17086, #17114, #17115) to a region near a clump of extended optical emission (ATel #17116, GCN #39887). Observations with the Einstein Probe (EP) Follow-up X-ray Telescope (FXT) revealed a potentially variable X-ray source (ATel #17100) spatially coincident with FRB 20250316A (ATels #17100, #17114, #17115).

We performed six target-of-opportunity (ToO) X-ray observations of FRB 20250316A using NICER, starting at 2025-03-18 00:44:27 UTC and ending on 2025-03-21 00:26:58 UTC, with a total exposure of 6.7 ks. We report 3σ upper limits on the persistent 0.5-10 keV X-ray flux (Fx) of FRB 20250316A, assuming a fiducial absorbed power-law spectral model with a hydrogen column density of NH = 1.43 × 1020 cm-2 and a photon index of Γ = 2 (see Pearlman et al. 2025 for details).

Observation Mid-Time (UTC) | 3σ Persistent X-ray Flux Upper Limit (erg cm-2 s-1):  
2025-03-18 00:53:49 | Fx< 4 × 10-13 
2025-03-18 08:33:33 | Fx< 1 × 10-12 
2025-03-19 00:12:49 | Fx< 5 × 10-13 
2025-03-19 07:53:49 | Fx< 3 × 10-12 
2025-03-20 08:25:23 | Fx< 4 × 10-13 
2025-03-21 00:13:11 | Fx< 7 × 10-14 
 
 
These NICER X-ray flux upper limits are consistent with previous X-ray flux measurements of EP J120944.2+585060 obtained from EP/FXT and Swift/XRT observations (ATels #17100, #17101, #17109). Our deepest NICER X-ray flux upper limit corresponds to a 3σ upper limit of Lx< 1040 erg s-1 on the persistent X-ray luminosity of FRB 20250316A in the 0.5-10 keV energy range, using a distance of 40 Mpc to FRB 20250316A (ATel #17081).

We also carried out a search for X-ray bursts in the NICER data, with widths between 100 ns and 100 s, using a Bayesian Blocks algorithm (Scargle 1998; Pearlman et al. 2025). No astrophysical X-ray bursts were detected with a statistical significance above 3σ.

Additionally, we performed a search for X-ray pulsations between 0.1 and 1000 Hz in the NICER data using the Rayleigh (Z12) statistic (Buccheri et al. 1983). We also conducted a PRESTO-based acceleration search with zmax = ± 200 Fourier bins (Ransom et al. 2002). These periodicity searches were conducted in the 0.5-2.0, 2.0-10.0, and 0.5-10.0 keV energy ranges using all of our NICER observations, as well as data from individual exposures. In each case, no significant evidence of X-ray pulsations was found above a 3σ detection threshold.

NICER observations on 2025-03-18 and 2025-03-20 were scheduled during high time resolution follow-up radio observations of FRB 20250316A with CHIME/Pulsar (The CHIME/Pulsar Collaboration et al. 2021). We performed a coherent search for radio bursts with widths between 40.96 μs and 13 ms (see Pearlman et al. 2025 for details). No radio bursts were detected above a signal-to-noise ratio of 7 in the 400-800 MHz band during these CHIME/Pulsar observations.

These NICER observations were performed under an approved NICER General Observer Cycle 7 ToO program focused on X-ray observations of nearby FRB sources (PI: A. B. Pearlman). NICER will continue to observe FRB 20250316A.

NICER is a 0.2-12 keV X-ray telescope operating on the International Space Station. NICER is a non-imaging telescope with a field of view of ~30 arcmin2. The NICER mission and portions of the NICER science team activities are funded by NASA."
17116,Gemini Imaging and Spectroscopy of the Sub-arcsecond Localization Region of FRB 20250316A,https://www.astronomerstelegram.org/?read=17116,"Gemini Imaging and Spectroscopy of the Sub-arcsecond Localization Region of FRB 20250316A

ATel #17116;  Sunil Simha (UChicago-Northwestern), Tarraneh Eftekhari (Northwestern) on behalf of the CHIME/FRB collaboration on 27 Mar 2025; 21:53 UTCredential Certification: Wen-fai Fong (wfong@northwestern.edu)

Subjects: Optical, Fast Radio Burst

Referred to by ATel #:  17117

The CHIME/FRB Collaboration reports on optical imaging and spectroscopy of the sub-arcsecond CHIME Outrigger localization (ATel #17114) of the nearby, bright FRB 20250316A (ATel #17081). We obtained deep g-band observations starting at 24 March 2025 12:39:44 UT (PI: T. Eftekhari; 15 x 120-sec exposures) with the Gemini-North Multi-Object Spectrograph (GMOS-N) mounted on the 8-m Gemini North telescope at Maunakea, Hawai'i. Observations were taken in clear conditions with an average airmass of 1.6 and seeing of 0.8â. We do not detect any strong, possible transient (point source) optical emission at the FRB location (1-sigma #17114) and measure a 3-sigma point-source limiting magnitude at this location of g > 23.8 mag (AB). However, we detect a clump of extended optical emission in the host galaxy, offset from the FRB localization region by ~1.2ââ (measured from the brightest pixel in the g-band image). At a distance to NGC 4141 of ~40 Mpc, the corresponding projected physical distance between the FRB and this clump is ~250 pc. 
We also obtained long-slit optical spectroscopy with GMOS-N starting at 25 March 2025 10:41:44 (PI: T. Eftekhari; 8 x 900-sec exposures) at an airmass of ~1.33. We used a 1â slit width, the B480 grating, and the GG455 blocking filter at central wavelengths of 640 and 650 nm. The slit was oriented at a position angle of 10.6 degrees East of North to cover both the FRB localization region and the nearby extended optical emission. While we do not detect any transient spectral features or features at the FRB position, we detect strong nebular emission from the nearby optical clump, including H-beta, H-alpha, and [OIII] at a common redshift of z~0.0065, consistent with emission from a star-forming region within the host. 
We thank Gemini Observatory staff, including Jennifer Andrews, for assistance with planning and executing the observations."
17115,Addendum to ATel #17114: The sub-arcsecond localization of FRB 20250316A using CHIME/FRB Outriggers coincides with reported X-ray counterparts,https://www.astronomerstelegram.org/?read=17115,"Addendum to ATel #17114: The sub-arcsecond localization of FRB 20250316A using CHIME/FRB Outriggers coincides with reported X-ray counterparts

ATel #17115;   Shion Andrew (MIT) on behalf of the CHIME/FRB Collaboration on 27 Mar 2025; 20:56 UTCredential Certification: Kaitlyn Shin (kshin@mit.edu)

Subjects: Radio, Fast Radio Burst

Referred to by ATel #:  17117

The image referenced in ATel# 17114 (MMT image reported in ATel #17112) is provided here.

link to MMT image"
17114,The sub-arcsecond localization of FRB 20250316A using CHIME/FRB Outriggers coincides with reported X-ray counterparts,https://www.astronomerstelegram.org/?read=17114,"The sub-arcsecond localization of FRB 20250316A using CHIME/FRB Outriggers coincides with reported X-ray counterparts

ATel #17114;  Shion Andrew (MIT) on behalf of the CHIME/FRB Collaboration on 27 Mar 2025; 20:43 UTCredential Certification: Kaitlyn Shin (kshin@mit.edu)

Subjects: Radio, Fast Radio Burst

Referred to by ATel #:  17115,   17116,   17117,   17119,   17120,   17124,   17126,   17195

We have derived a sub-arcsecond VLBI localization for FRB 20250316A (see ATel #17081, ATel #17086; this is the first such localization using the full CHIME/FRB Outriggers array. This consists of the CHIME core and the KKO Outrigger (Lanman et al. 2024) near Penticton, BC, and two additional Outrigger stations at Green Bank Observatory (GBO) and Hat Creek Radio Observatory (HCO). The position below is consistent with the ~10"" position of the potential X-ray counterpart EP J120944.2+585060 detected by the Einstein Probe (ATel #17100) but is inconsistent with the 90% confidence interval reported from Swift/XRT observations (ATel #17109).

We derive our position by referencing delays on each of the three CHIME-Outrigger baselines to nearby in-beam International Celestial Reference Frame (ICRF) calibrators observed simultaneously with the FRB  (Andrew et al. 2024). On all CHIME-Outrigger baselines, we phase reference our visibilities to the calibrator RFC J1204+5202 (https://astrogeo.org/sol/rfc/rfc_2024b/; Petrov & Kovalev 2025), located ~6 degrees away from the FRB.

Five additional in-beam ICRF calibrators were observed on all three baselines between CHIME and its Outriggers, which we use to derive a representative error budget for the FRB localization. The calibrators completely surround the FRB, spanning ~+/- 1 degree in hour angle and +50/-20 degrees in declination relative to CHIME zenith, while the FRB is located ~0.2 degrees east and ~10 degrees north of CHIME zenith. We check for imperfect calibrator selection and direction-dependent effects by 1) calibrating the target to all other usable calibrators, and 2) calibrating known calibrator positions to other calibrators, which maximizes on-sky angular separations. Both procedures give RMS delay errors no larger than 1 ns, 3 ns, and 6ns on the CHIME-KKO, CHIME-HCO and CHIME-GBO baselines, respectively. This yields the following 1-sigma (stat+sys) localization ellipse for the location of FRB 20250316A:

Right Ascension = 12h09m44.31s

Declination = +58d50m56.70s

a_err = 150 milliarcsec

b_err = 100 milliarcsec

theta = 2.4 degrees East of North

All coordinates are in the ICRF. We have included our one-sigma localization contour over the Epoch 1 r-band MMT image reported in ATel #17112. We note that to account for astrometric offsets due to optical-radio reference frame ties, we have inflated our localization errors in the plot by 150mas (added in quadrature).

The full four-station array is still being commissioned, and its astrometric performance will be fully characterized in an upcoming work. However, we note that the error from our bootstrapping procedure is consistent with our archival test localizations of over 200 ICRF calibrators and well-localized pulsars at similar target-calibrator separations and at cross-correlation signal-to-noise ratios lower than those in the dataset used here. Furthermore, the abundance of in-beam calibrators may enable additional improvements on the preliminary position quoted here. Follow-up observations are strongly encouraged to definitively establish whether EP J120944.2+585060 is spatially coincident with FRB 20250316A, and to characterize the nature of this potential X-ray counterpart."
